n_mels,groups,params,flops,avg_epoch_time_sec,final_train_loss,final_val_acc,test_acc
20,1,31298,6257408,21.144790733396075,0.07844654107410677,0.9788293897882939,0.9745145631067961
40,1,37698,7550208,20.65031072520651,0.08319973174075955,0.9713574097135741,0.9817961165048543
80,1,50498,10135808,20.70400493319612,0.08791923691225936,0.9775840597758406,0.9793689320388349
